Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Andhra Pradesh,1990,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.4115725782005946,0.3478158748600735,0.4781719497068041
Andhra Pradesh,1991,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.4056159932322245,0.3438263531744601,0.4717320462138012
Andhra Pradesh,1992,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.3986096617158163,0.3395987155199171,0.464258569148658
Andhra Pradesh,1993,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.3907758923812077,0.3328209483894339,0.4555705800190306
Andhra Pradesh,1994,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.3822973282536022,0.3238701693910268,0.4472181128201037
Andhra Pradesh,1995,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.3733707730064192,0.3167638677422418,0.4384236636278839
Andhra Pradesh,1996,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.3623992471677464,0.3088592647661541,0.4270856674798124
Andhra Pradesh,1997,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.3488695501842281,0.2979682451626514,0.4118372548042008
Andhra Pradesh,1998,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.3344002017881818,0.2859222564645042,0.3965766780480992
Andhra Pradesh,1999,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.3206136918974417,0.2722832243371077,0.3813712586412185
Andhra Pradesh,2000,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.3091526351921629,0.2603208216204142,0.3701154037754478
Andhra Pradesh,2001,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.2994459767161765,0.2534545903789949,0.3584978374799227
Andhra Pradesh,2002,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.2899427026236797,0.2458412796032607,0.3483090917098599
Andhra Pradesh,2003,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.2806079482195903,0.2364865942711661,0.3362572373784968
Andhra Pradesh,2004,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.271401898881442,0.2279381972914133,0.3267194541174539
Andhra Pradesh,2005,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.2622744500097838,0.2195353487628167,0.3154341579852567
Andhra Pradesh,2006,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.2529994452286754,0.2120264568920358,0.3049325436425125
Andhra Pradesh,2007,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.2436187049833258,0.2042016692963103,0.2946219757001057
Andhra Pradesh,2008,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.2344598833289606,0.1967942960041342,0.2847535867048617
Andhra Pradesh,2009,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.2258423922271278,0.1891985003470494,0.2749521180967036
Andhra Pradesh,2010,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.2180704657274756,0.1825270560926929,0.2675771626140002
Andhra Pradesh,2011,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.2107782248450573,0.1760294561705302,0.2573233204817747
Andhra Pradesh,2012,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.2035083739708434,0.170949464648051,0.247601907385853
Andhra Pradesh,2013,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.1964243008073289,0.1651555987612595,0.2368787830795703
Andhra Pradesh,2014,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.1896802970030191,0.1601264168928482,0.227010257021803
Andhra Pradesh,2015,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.183438317030716,0.1547982340534962,0.2197610672291455
Andhra Pradesh,2016,15-49 years,Female,Tuberculosis,Percent of total prevalent cases,0.1771968549807151,0.1500275710149356,0.2128344080645105
