Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Andhra Pradesh,1990,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.001095437042122,0.0009590147629108,0.0012514202592496
Andhra Pradesh,1991,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0010745633266972,0.0009439208824637,0.0012282667635383
Andhra Pradesh,1992,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0010538229651461,0.000924106627066,0.0012024541685773
Andhra Pradesh,1993,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0010321189191075,0.0009076059073517,0.00117623953271
Andhra Pradesh,1994,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0010093201498381,0.0008857446037203,0.0011535570104828
Andhra Pradesh,1995,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.000985040220634,0.0008591821170553,0.0011288635668598
Andhra Pradesh,1996,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0009603746965152,0.0008459549687295,0.0010969183217824
Andhra Pradesh,1997,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0009332204701122,0.0008224611386147,0.0010571666652161
Andhra Pradesh,1998,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.000905780767022,0.0007982897731867,0.001024011035635
Andhra Pradesh,1999,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0008799670894634,0.0007714539577215,0.00100032258085
Andhra Pradesh,2000,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0008581302282331,0.0007514626681881,0.0009807503808872
Andhra Pradesh,2001,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0008356007730811,0.000731538273459,0.0009533598309859
Andhra Pradesh,2002,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0008130508297564,0.0007126277279179,0.0009252258237937
Andhra Pradesh,2003,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0007927232881512,0.0006934930752287,0.000900433456487
Andhra Pradesh,2004,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0007769531521865,0.0006755912950402,0.0008839937879924
Andhra Pradesh,2005,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0007680815077849,0.0006621202880108,0.0008751376022948
Andhra Pradesh,2006,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0007655024649051,0.0006596064559631,0.0008683960345773
Andhra Pradesh,2007,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0007659470962679,0.0006643255311498,0.0008685370510843
Andhra Pradesh,2008,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.000767701446204,0.0006698383425258,0.0008716893160922
Andhra Pradesh,2009,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0007689752691107,0.0006687484498275,0.0008745932014304
Andhra Pradesh,2010,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0007679144863732,0.0006685441552669,0.0008806099507926
Andhra Pradesh,2011,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0007613133059926,0.0006694561674497,0.0008647103215161
Andhra Pradesh,2012,15-49 years,Female,Lower respiratory infections,Percent of total prevalent cases,0.0007500543502257,0.0006620269405526,0.0008435891192788
