Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Andhra Pradesh,1990,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000019658620599,4.6866771e-8,0.0000105951580648
Andhra Pradesh,1991,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000058266343311,9.67816738e-8,0.0000361134261209
Andhra Pradesh,1992,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000098189629214,2.201363985e-7,0.0000644387762325
Andhra Pradesh,1993,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000138319138004,3.712686417e-7,0.0000812953661744
Andhra Pradesh,1994,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000177544808023,5.583099133e-7,0.0001006743276244
Andhra Pradesh,1995,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000214794625014,6.260260902e-7,0.0001148208483743
Andhra Pradesh,1996,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000256554285861,0.0000014214217812,0.0001296443295785
Andhra Pradesh,1997,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000305731949606,0.0000022467042819,0.0001451519429354
Andhra Pradesh,1998,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000355870289172,0.0000031736752916,0.0001419731304314
Andhra Pradesh,1999,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000400514254676,0.0000038336027671,0.0001501895207123
Andhra Pradesh,2000,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000432858827818,0.0000041853970198,0.0001627314573511
Andhra Pradesh,2001,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.000045599132918,0.0000053904714203,0.0001548816464092
Andhra Pradesh,2002,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000476472970264,0.0000066195537948,0.0001410731845683
Andhra Pradesh,2003,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000492678492171,0.0000075020362265,0.0001484580985571
Andhra Pradesh,2004,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000503159973148,0.0000077755959219,0.0001419751208293
Andhra Pradesh,2005,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000506458485496,0.000007213611963,0.0001591961169294
Andhra Pradesh,2006,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000498570057428,0.000008594470634,0.0001453137514925
Andhra Pradesh,2007,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.00004796771693,0.000009180123833,0.000132833449232
Andhra Pradesh,2008,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000454200496421,0.000009072874189,0.0001380271557002
Andhra Pradesh,2009,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.000042654947736,0.0000081864894499,0.0001257044245425
Andhra Pradesh,2010,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000401200478849,0.0000060979287614,0.0001283238912298
Andhra Pradesh,2011,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000374855232482,0.0000065272248001,0.0001121442838183
Andhra Pradesh,2012,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000343620117381,0.0000061057980661,0.0001004013361132
Andhra Pradesh,2013,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000311590705625,0.0000055226321792,0.0000910783188548
Andhra Pradesh,2014,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000283816284258,0.0000046980780034,0.0000803895037863
Andhra Pradesh,2015,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000265409091063,0.0000041066586139,0.0000878073957377
Andhra Pradesh,2016,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000253537952836,0.0000037708811371,0.0000815907419766
Andhra Pradesh,2017,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000243052217329,0.0000035980759385,0.000078817005057
Andhra Pradesh,2018,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000235478381139,0.0000030599153225,0.0000827024514046
Andhra Pradesh,2019,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000232493865097,0.0000024419498467,0.0000898099157914
Andhra Pradesh,2020,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000237280352086,0.0000021598313265,0.0000902036125391
Andhra Pradesh,2021,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000232679648538,0.0000018981802499,0.0000945989088746
Arunachal Pradesh,1990,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000015909602809,3.89113923e-8,0.0000108880176691
Arunachal Pradesh,1991,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000064422960035,1.051583094e-7,0.0000560996311038
Arunachal Pradesh,1992,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000119579079017,2.999389146e-7,0.0000930059459047
Arunachal Pradesh,1993,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000179312632939,5.697606207e-7,0.0001259190368375
Arunachal Pradesh,1994,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000241482281348,8.668794713e-7,0.0001606711445786
Arunachal Pradesh,1995,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000303960438258,0.0000010576960684,0.0001904972482273
Arunachal Pradesh,1996,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.00003815383833,0.0000020723286458,0.0002059914634101
Arunachal Pradesh,1997,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000480253637118,0.000003910791122,0.0002329073998319
Arunachal Pradesh,1998,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000584665221116,0.0000058753087025,0.0002528639596055
Arunachal Pradesh,1999,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000679085060242,0.0000072356138061,0.0002728981116431
Arunachal Pradesh,2000,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.000074740557149,0.0000069864317039,0.0002867942785787
Arunachal Pradesh,2001,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000797340621023,0.0000088964690588,0.0002939021348359
Arunachal Pradesh,2002,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000844369984269,0.0000104530706729,0.0002959705730556
Arunachal Pradesh,2003,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000883567142683,0.0000115335302307,0.00029390079103
Arunachal Pradesh,2004,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000910644982488,0.0000118538210074,0.0003099025488682
Arunachal Pradesh,2005,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000921933544608,0.0000096819881179,0.0003247092790898
Arunachal Pradesh,2006,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000915244883096,0.0000110407361609,0.000305789383414
Arunachal Pradesh,2007,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000894187797316,0.0000099192545583,0.0002784881397732
Arunachal Pradesh,2008,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000864122546459,0.0000090975974437,0.0002906048568463
Arunachal Pradesh,2009,<5 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000830469622101,0.0000075926728186,0.0003104035635318
