Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Andhra Pradesh,1990,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000068117416379,1.997823145e-7,0.0000373649339925
Andhra Pradesh,1991,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000190831558149,3.588188668e-7,0.0001024026780559
Andhra Pradesh,1992,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000328528325238,8.222084598e-7,0.0001798756250856
Andhra Pradesh,1993,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000477505352821,0.000001505203385,0.0002638352293309
Andhra Pradesh,1994,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000633972036929,0.000001858018278,0.0003365674824505
Andhra Pradesh,1995,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000794086382658,0.0000024535660137,0.0004064284823984
Andhra Pradesh,1996,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000990125318772,0.0000058914450013,0.0004409693053224
Andhra Pradesh,1997,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001230839447486,0.0000092488274175,0.0005075944383813
Andhra Pradesh,1998,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001479464728766,0.0000131173421976,0.0005741064004887
Andhra Pradesh,1999,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001699021521561,0.0000167761766573,0.0006517081914475
Andhra Pradesh,2000,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001853654595034,0.0000164191559744,0.0007307648899998
Andhra Pradesh,2001,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001954820869889,0.0000233674322231,0.0006610730344887
Andhra Pradesh,2002,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002047180604366,0.0000275383917795,0.0006268697038905
Andhra Pradesh,2003,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002122248977632,0.0000325569370665,0.0006148143863737
Andhra Pradesh,2004,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002171637434866,0.0000356950151888,0.0006309244046546
Andhra Pradesh,2005,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002185199998485,0.0000310151149826,0.0006605320689137
Andhra Pradesh,2006,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002161845285484,0.0000388191803864,0.00063920158755
Andhra Pradesh,2007,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.000210219185935,0.0000407021493228,0.0006257745065511
Andhra Pradesh,2008,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002021677721221,0.0000393537961864,0.0006365807327435
Andhra Pradesh,2009,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001935300004573,0.0000356901895941,0.0006309179854043
Andhra Pradesh,2010,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001858061033368,0.0000278885911241,0.000640833427693
Andhra Pradesh,2011,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001777806247197,0.0000288538045673,0.0005737527624549
Andhra Pradesh,2012,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001682955635857,0.0000280172618307,0.0005411784101705
Andhra Pradesh,2013,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001588011223279,0.0000278621328712,0.0004756339298587
Andhra Pradesh,2014,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001508967228538,0.0000261589695843,0.0004600183611323
Andhra Pradesh,2015,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001460998645683,0.0000253014676344,0.000455112358784
Andhra Pradesh,2016,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001446379637257,0.000024316566766,0.0004182684169568
Andhra Pradesh,2017,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001444298686029,0.0000215558740225,0.0004749731569913
Andhra Pradesh,2018,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001449918727661,0.0000185453201105,0.0005192205729842
Andhra Pradesh,2019,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.000145877128939,0.000014514701286,0.0005328160446967
Andhra Pradesh,2020,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001488635278026,0.0000135214270477,0.000580187829532
Andhra Pradesh,2021,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001451591566947,0.0000117688381001,0.0005593866060924
Arunachal Pradesh,1990,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000053758019054,1.376622957e-7,0.0000343742695103
Arunachal Pradesh,1991,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000205908281556,3.543697881e-7,0.0001614314725179
Arunachal Pradesh,1992,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000393818207911,0.0000010176282941,0.0002730715916055
Arunachal Pradesh,1993,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000609196435254,0.0000020087999692,0.0003757978341904
Arunachal Pradesh,1994,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000843448771246,0.000003060943383,0.0005383059942057
Arunachal Pradesh,1995,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001087687055141,0.0000035302079725,0.0006891784908696
Arunachal Pradesh,1996,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001402360257343,0.0000079291115142,0.0007691272247486
Arunachal Pradesh,1997,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001811611008446,0.0000155206077338,0.0008973425752633
Arunachal Pradesh,1998,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002253080077443,0.0000235801539874,0.0009434949941808
Arunachal Pradesh,1999,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002663353953842,0.000028995249169,0.0010814912145657
Arunachal Pradesh,2000,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002979656002691,0.0000288501275049,0.0011697799017965
Arunachal Pradesh,2001,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003220628547484,0.0000378499614942,0.0012064585717481
Arunachal Pradesh,2002,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003459286897855,0.0000451391196968,0.0012318554377691
Arunachal Pradesh,2003,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003665010983695,0.0000471539164426,0.0012578536908196
Arunachal Pradesh,2004,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003809064456863,0.0000419467519243,0.0012863093990836
Arunachal Pradesh,2005,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003860975493568,0.0000411640166006,0.0014051958369397
Arunachal Pradesh,2006,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003822197582035,0.000045942983267,0.0013185872099627
Arunachal Pradesh,2007,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003708421209494,0.0000443824909241,0.0012474264239512
Arunachal Pradesh,2008,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003554741934727,0.000038869009923,0.0012425811044466
Arunachal Pradesh,2009,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003396055430659,0.0000313987773799,0.0012914165760116
Arunachal Pradesh,2010,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003266322963919,0.0000274828462056,0.0013868860881851
Arunachal Pradesh,2011,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003146495757108,0.0000287441920078,0.001303229620123
Arunachal Pradesh,2012,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003011686748774,0.0000285050045447,0.0012419814815763
Arunachal Pradesh,2013,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002884612981924,0.0000243790455122,0.0012107432174042
Arunachal Pradesh,2014,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002789262486413,0.0000194798266347,0.0012359373224846
Arunachal Pradesh,2015,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002748281885277,0.0000139946858757,0.0012606974133395
Arunachal Pradesh,2016,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002777819516954,0.000016000214297,0.0012377913152453
Arunachal Pradesh,2017,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002847063698127,0.0000166279397494,0.0012244638730567
Arunachal Pradesh,2018,50-69 years,Female,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002931714388932,0.0000159271714818,0.0012384205279316
