Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Andhra Pradesh,1990,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.4465651215755463,0.3607870672862406,0.5228322800541793
Andhra Pradesh,1991,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.4313867982850861,0.3469722728497365,0.5082867340128561
Andhra Pradesh,1992,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.4161790373972805,0.3319280276784712,0.4959203760195629
Andhra Pradesh,1993,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.4010604165825682,0.316869894618397,0.4803921642526532
Andhra Pradesh,1994,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.3861212318448164,0.2999200796520479,0.4680350525208614
Andhra Pradesh,1995,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.3714686619185761,0.284997731168279,0.453213347207987
Andhra Pradesh,1996,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.3553933432979073,0.2734955890425838,0.4384565095053433
Andhra Pradesh,1997,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.3376265154997602,0.2598908493744995,0.423941852068125
Andhra Pradesh,1998,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.3204114064147034,0.2476681611084743,0.4015837261681141
Andhra Pradesh,1999,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.3059487601554018,0.233850968426943,0.3853899432835316
Andhra Pradesh,2000,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2964668268783376,0.2240487818014672,0.3760872435721013
Andhra Pradesh,2001,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2908834195696125,0.2211997674395558,0.3690393936061963
Andhra Pradesh,2002,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2863435572363575,0.2193092383939723,0.3633865118345202
Andhra Pradesh,2003,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2824151516495839,0.2179949601342655,0.356412205642014
Andhra Pradesh,2004,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.278633331852532,0.2144242771728413,0.3488583475918472
Andhra Pradesh,2005,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2745649031392354,0.2102211896870885,0.3452261416300517
Andhra Pradesh,2006,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2701538807314464,0.2073728422548621,0.3373339801578067
Andhra Pradesh,2007,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2656322442046157,0.2049337638378917,0.3291873066111871
Andhra Pradesh,2008,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2608282785447458,0.2009601066483914,0.3241286702888813
Andhra Pradesh,2009,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2555728919053206,0.1964572280981579,0.3189899130040626
Andhra Pradesh,2010,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2496900672345958,0.1909676055667532,0.3149383787477069
Andhra Pradesh,2011,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2425038545631752,0.1848890726335662,0.3048540295479814
Andhra Pradesh,2012,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2339593207535042,0.1782668474049804,0.2957185407524019
Andhra Pradesh,2013,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2248108542318135,0.1711943545744655,0.2852330417343742
Andhra Pradesh,2014,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2158589435662318,0.1652856396173333,0.2749947811446587
Andhra Pradesh,2015,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.207931029988984,0.1592885725818536,0.2650557408113249
Andhra Pradesh,2016,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2011344304885456,0.1537307463032133,0.2547793408506923
Andhra Pradesh,2017,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.194859533514475,0.1492762584191966,0.2460065316959568
Andhra Pradesh,2018,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.1887980453718682,0.1446480853599046,0.2377736279853153
Andhra Pradesh,2019,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.1826440570552432,0.1389997186897103,0.2304778424428774
Andhra Pradesh,2020,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.1759512445296073,0.1341333535932228,0.2206254591132035
Andhra Pradesh,2021,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.1702671064926977,0.131494828182872,0.2127346395078725
Arunachal Pradesh,1990,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2799122160606125,0.1900697926204574,0.3949281389222929
Arunachal Pradesh,1991,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2808455441988915,0.1976674035634034,0.3818735951830538
Arunachal Pradesh,1992,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2810736761475662,0.2032293040180861,0.375685715683674
Arunachal Pradesh,1993,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2807493074907868,0.2068414641296053,0.3661777053879917
Arunachal Pradesh,1994,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2799604131526034,0.209518987393663,0.3604587888399749
Arunachal Pradesh,1995,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2789608671182358,0.2110644931371934,0.3541820423006562
Arunachal Pradesh,1996,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2759619860648326,0.2125373749430112,0.3463210542405596
Arunachal Pradesh,1997,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2703571159431007,0.2104891261635214,0.3345393763385291
Arunachal Pradesh,1998,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2639684121613509,0.2040214533613533,0.3288174696975932
Arunachal Pradesh,1999,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2585534235526741,0.1999020524503486,0.3212369523078727
Arunachal Pradesh,2000,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2559073285085168,0.1992830615353684,0.3170495883290922
Arunachal Pradesh,2001,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2558948148585732,0.1990409778226223,0.3163885088703918
Arunachal Pradesh,2002,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2569705415581423,0.2003660689431997,0.314849885868703
Arunachal Pradesh,2003,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.258682257773038,0.2032250197291455,0.3158018524742175
Arunachal Pradesh,2004,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.260632753450872,0.2056383003853745,0.3195574432548074
Arunachal Pradesh,2005,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.262563328170452,0.2085053323730646,0.3221578533712275
Arunachal Pradesh,2006,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2668118124090897,0.2107786026070977,0.3284213303117805
Arunachal Pradesh,2007,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.274296577483206,0.2149906228975838,0.3412362868364471
Arunachal Pradesh,2008,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2827805886253721,0.2179827798294656,0.3551223558838878
Arunachal Pradesh,2009,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.289906322140625,0.2208563564941475,0.3693036099702651
Arunachal Pradesh,2010,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2931249975750114,0.2225905160058228,0.3762175103285194
Arunachal Pradesh,2011,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2930227000972065,0.2224074751367591,0.3769658726621273
Arunachal Pradesh,2012,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2921339431383414,0.2229199107702022,0.3747773390792382
Arunachal Pradesh,2013,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2909860500293117,0.223807469624599,0.3726263459699158
Arunachal Pradesh,2014,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2901187868205284,0.2223604809247419,0.3714453560030378
Arunachal Pradesh,2015,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.290096272388572,0.2218995330151502,0.367918280628224
Arunachal Pradesh,2016,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2928845640144875,0.2241029284860161,0.3712419122910062
Arunachal Pradesh,2017,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2984438268914758,0.2282906594039269,0.376391746517498
Arunachal Pradesh,2018,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.3042189202886219,0.2340939601019266,0.3872811373852522
Arunachal Pradesh,2019,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.3076247215227362,0.2361996149107794,0.3930745069879651
Arunachal Pradesh,2020,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.3082284080395636,0.2362044342101103,0.387986199490326
Arunachal Pradesh,2021,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.3056202138229873,0.2355664511746325,0.3854765082356106
Assam,1990,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2741755034669942,0.178754429503348,0.3982390464329703
Assam,1991,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2766299240481715,0.1880141039359321,0.3877745891199123
Assam,1992,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2780846478081957,0.1968142699372653,0.3818305137439499
Assam,1993,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2786788208962134,0.2026184447829729,0.3750018299164741
Assam,1994,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2785146823419004,0.2079699458963995,0.3690113674776785
Assam,1995,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2778247235444537,0.2098290781256492,0.3634532072911852
Assam,1996,<5 years,Male,Tuberculosis,Percent of total prevalent cases,0.2748332216396674,0.2090611690995597,0.3556987843276404
