Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Andhra Pradesh,1990,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000104931480219,2.768443052e-7,0.0000542041056523
Andhra Pradesh,1991,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000288040289353,5.552629183e-7,0.0001574838487496
Andhra Pradesh,1992,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000497858751033,0.0000012608380678,0.0002789974988913
Andhra Pradesh,1993,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000728016248576,0.0000022598426611,0.0004008366586341
Andhra Pradesh,1994,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0000971991965516,0.0000029044147351,0.0005212441614059
Andhra Pradesh,1995,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001223273238333,0.0000036060565693,0.0006394859401548
Andhra Pradesh,1996,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001531164693259,0.0000089969217312,0.0007246321381084
Andhra Pradesh,1997,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0001911311731438,0.000014732639923,0.0008241895995005
Andhra Pradesh,1998,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.000230962215929,0.0000215235423461,0.0009280704489476
Andhra Pradesh,1999,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002670944150908,0.0000291886261232,0.0009809332563148
Andhra Pradesh,2000,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0002941167255593,0.0000282758263193,0.001151232786122
Andhra Pradesh,2001,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003143042700786,0.0000374252135875,0.0011027648088477
Andhra Pradesh,2002,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003337942656903,0.0000452624679916,0.0010185972140896
Andhra Pradesh,2003,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003501588585434,0.0000519909372586,0.0010256151908986
Andhra Pradesh,2004,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003611468702031,0.0000580989375351,0.0010201408542108
Andhra Pradesh,2005,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.000364356320682,0.0000536224627542,0.0010931425753223
Andhra Pradesh,2006,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003591371488168,0.0000665621747413,0.0010479809685255
Andhra Pradesh,2007,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003464914842045,0.0000673914206483,0.000999137822813
Andhra Pradesh,2008,50-69 years,Male,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total prevalent cases,0.0003297011888734,0.0000657781407277,0.0010153718213722
