Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Andhra Pradesh,1990,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0065463868561433,0.0052241601729604,0.0078716964151884
Andhra Pradesh,1991,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.006507505215268,0.0052516083747692,0.0077977469350276
Andhra Pradesh,1992,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0064523795039486,0.005207151774034,0.0077722289502135
Andhra Pradesh,1993,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0063833283739619,0.0051608009167797,0.0077351197369027
Andhra Pradesh,1994,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0063032803179256,0.0051048292861242,0.0076544242866639
Andhra Pradesh,1995,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0062148285800744,0.0049942107186517,0.0076134026046058
Andhra Pradesh,1996,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0060497814732475,0.0048595582297556,0.0073797202594867
Andhra Pradesh,1997,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0057715372367971,0.0046299082489801,0.0070577109830954
Andhra Pradesh,1998,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0054373933905377,0.0043310763747912,0.0066981442538299
Andhra Pradesh,1999,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0051049158541371,0.0040356101015269,0.0063431590002501
Andhra Pradesh,2000,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0048321434965286,0.0037608522060254,0.0060306369743766
Andhra Pradesh,2001,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0046099684664437,0.0036254240082895,0.0057514145633248
Andhra Pradesh,2002,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0043938225442096,0.0034530559944035,0.0054752956258785
Andhra Pradesh,2003,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0041840858042774,0.0032495194388864,0.0051992173483753
Andhra Pradesh,2004,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0039806432028076,0.0030555769553509,0.0049658639492782
Andhra Pradesh,2005,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0037831275460882,0.0028937705456729,0.004750209451296
Andhra Pradesh,2006,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0035843880582738,0.0027659539530259,0.004495765055725
Andhra Pradesh,2007,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0033832400626645,0.0026324457972775,0.0042814861046313
Andhra Pradesh,2008,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0031876718708505,0.0024937950207405,0.0040972704398917
Andhra Pradesh,2009,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0030058107118689,0.0023429801203405,0.0038731832572874
Andhra Pradesh,2010,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0028455033111721,0.0022276944918627,0.00366680656336
Andhra Pradesh,2011,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0026999607820352,0.0021207139215323,0.0034433273244601
Andhra Pradesh,2012,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0025578845105148,0.0020257966875609,0.0032514040995436
Andhra Pradesh,2013,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0024203270743196,0.0019291041397771,0.0030611653369893
Andhra Pradesh,2014,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0022879765290375,0.001807062591149,0.0028863766535479
Andhra Pradesh,2015,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0021614991219967,0.0016831243028032,0.00271418440435
Andhra Pradesh,2016,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0020270715937199,0.0015890986356179,0.0025357978303111
Andhra Pradesh,2017,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0018872683194864,0.0014778010151989,0.0023512692163205
Andhra Pradesh,2018,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0017670595019954,0.0013876435954043,0.0021992939464363
Andhra Pradesh,2019,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0016917579852602,0.0013377500071075,0.0021272413943846
Andhra Pradesh,2020,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0016577696249262,0.0012991483456393,0.0020941169973155
Andhra Pradesh,2021,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0015678971689453,0.0012245721761521,0.0019703312674376
Arunachal Pradesh,1990,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0076973357812006,0.0058822176108947,0.0099029920873205
Arunachal Pradesh,1991,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0079679354599769,0.0061759128796023,0.0100856421803304
Arunachal Pradesh,1992,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0081406596343802,0.0063855625786269,0.0101857030264115
Arunachal Pradesh,1993,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0082330489698912,0.0065091067688989,0.0101592112605292
Arunachal Pradesh,1994,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0082642806229485,0.0065602397596891,0.010136774556407
Arunachal Pradesh,1995,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0082536806962109,0.0065685758787616,0.0101765442525279
Arunachal Pradesh,1996,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0081000091118969,0.0064938935306652,0.0099380020640434
Arunachal Pradesh,1997,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0077428968215268,0.0062339512593452,0.009419879771611
Arunachal Pradesh,1998,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0072772197896585,0.0058765487418431,0.0088268274785239
Arunachal Pradesh,1999,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0067990651206516,0.0054804202134992,0.0083423514699175
Arunachal Pradesh,2000,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0064053674140009,0.0051040542809109,0.0078886893513307
Arunachal Pradesh,2001,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0060785078712121,0.0048965289616051,0.0074644825976806
Arunachal Pradesh,2002,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0057519527649366,0.0046225462862363,0.0070487678042652
Arunachal Pradesh,2003,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.005435573048591,0.0043636007318509,0.0066941516285777
Arunachal Pradesh,2004,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0051393169478454,0.0041048173094462,0.0063704185981405
Arunachal Pradesh,2005,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0048738843053769,0.0038632238958365,0.0060544482724704
Arunachal Pradesh,2006,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.004626000442916,0.0036700836378488,0.0057496112866388
Arunachal Pradesh,2007,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0043834100488883,0.0034486562790331,0.0054494060876127
Arunachal Pradesh,2008,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0041590316779142,0.0032595795172021,0.0051697123880847
Arunachal Pradesh,2009,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0039655879996829,0.0031064169728004,0.0049229259988681
Arunachal Pradesh,2010,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0038155660399624,0.0029390120206371,0.0047504998408278
Arunachal Pradesh,2011,15-49 years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0036929876807161,0.0028659725289117,0.0045796511215098
