Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Andhra Pradesh,1990,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0231267394399153,0.0167552583653433,0.0307655668888446
Andhra Pradesh,1991,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0225838964552672,0.0164217632451575,0.0298029971774723
Andhra Pradesh,1992,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0220198952949436,0.0160739128374431,0.0286978212355982
Andhra Pradesh,1993,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0214293972996211,0.0157818493145316,0.02784345200176
Andhra Pradesh,1994,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0208188890092414,0.0153747543381632,0.0271021414052428
Andhra Pradesh,1995,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0201831082081176,0.0149086821122987,0.0262457531106823
Andhra Pradesh,1996,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.019514537618425,0.014556595945331,0.0255012002635683
Andhra Pradesh,1997,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0188243640990381,0.0140253853907303,0.0247477786336088
Andhra Pradesh,1998,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0181259557507876,0.0133670273531931,0.0237570354987674
Andhra Pradesh,1999,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.017433354456695,0.0128852411406215,0.0230185597865503
Andhra Pradesh,2000,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0167663124821912,0.0123957003674724,0.0221198116772656
Andhra Pradesh,2001,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0161040377067312,0.0117885815311297,0.0211718194796857
Andhra Pradesh,2002,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0154213341233545,0.0113368266736832,0.0202714282075732
Andhra Pradesh,2003,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0147428316328906,0.0108118243704058,0.0192693784816607
Andhra Pradesh,2004,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0140973092412649,0.0102609846508291,0.0185143759203627
Andhra Pradesh,2005,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0135122418910667,0.0097366984122427,0.0178288249219738
Andhra Pradesh,2006,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0129795591557118,0.0094182020044655,0.0171057152604086
Andhra Pradesh,2007,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0124786757999491,0.0091200568319684,0.0163178635686796
Andhra Pradesh,2008,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0120000292588633,0.0089176395055975,0.0155456885528264
Andhra Pradesh,2009,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0115421924304662,0.008639171681258,0.0150343414078516
Andhra Pradesh,2010,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0111015951526698,0.0082718000207398,0.0145774501115928
Andhra Pradesh,2011,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0106908010531485,0.008044844526456,0.0138778161658963
Andhra Pradesh,2012,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0103150478892929,0.0078187603610422,0.0132239041393111
Andhra Pradesh,2013,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0099470928406593,0.0075191849529158,0.0127438752788991
Andhra Pradesh,2014,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0095636997112517,0.007229433157864,0.0122158358411795
Andhra Pradesh,2015,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0091450237997916,0.0068845683935,0.0117573212123809
Andhra Pradesh,2016,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.008615227101906,0.006549949892749,0.0109926566629699
Andhra Pradesh,2017,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0079833001962476,0.0060703536644517,0.0101224439400542
Andhra Pradesh,2018,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0073916224729919,0.0056301085634598,0.0093962877243117
Andhra Pradesh,2019,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0069692032024593,0.0052476925900826,0.0089156787861634
Andhra Pradesh,2020,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0067381293326239,0.0050537896442206,0.0086433694203987
Andhra Pradesh,2021,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0062181455161965,0.0046730552508371,0.0079491270754287
Arunachal Pradesh,1990,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0295653230542388,0.0208719709827715,0.0406788061759806
Arunachal Pradesh,1991,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0304705390219629,0.0219877694417022,0.0414571024824128
Arunachal Pradesh,1992,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0311074492225607,0.0227295674105106,0.0419017368922655
Arunachal Pradesh,1993,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.031501599025876,0.0231742945577375,0.0419588602161219
Arunachal Pradesh,1994,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0316899387591965,0.0233762950845815,0.0420199012373264
Arunachal Pradesh,1995,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0316894929235362,0.0234843496033348,0.0424549104438457
Arunachal Pradesh,1996,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0313350062996412,0.023243173204273,0.0414859395270773
Arunachal Pradesh,1997,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0305755225015803,0.0227395668872663,0.0399243944650078
Arunachal Pradesh,1998,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0295889854365126,0.0220661304744998,0.0384826042253667
Arunachal Pradesh,1999,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0285398706576077,0.0211647500859584,0.0366786841691482
Arunachal Pradesh,2000,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0275968217815515,0.0202365621168193,0.0355292106935427
Arunachal Pradesh,2001,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0267211444284749,0.019712423886485,0.0342807380069526
Arunachal Pradesh,2002,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0257797750236746,0.0190807514165497,0.0329465305308194
Arunachal Pradesh,2003,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.024826262112387,0.0184008747230341,0.0318139695466058
Arunachal Pradesh,2004,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0239084776402874,0.0177842474870078,0.030624269460159
Arunachal Pradesh,2005,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0230781931923378,0.0170071035444643,0.029768408416397
Arunachal Pradesh,2006,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0223226109199836,0.0164298334305441,0.0286857540427062
Arunachal Pradesh,2007,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0216011255319205,0.0159107204487648,0.0277526670564795
Arunachal Pradesh,2008,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0209197366998047,0.0154852946190485,0.0269849407113591
Arunachal Pradesh,2009,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0202892600253061,0.0149242244493085,0.0262265160696863
Arunachal Pradesh,2010,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0197123558340363,0.0145186868527847,0.0255748186299794
Arunachal Pradesh,2011,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.019187685687231,0.0140867902757664,0.0247971625551325
Arunachal Pradesh,2012,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0187062832669885,0.013724394392009,0.0241377801047446
Arunachal Pradesh,2013,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0182422139145059,0.0132383124166656,0.0238280592353625
Arunachal Pradesh,2014,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.017774633788081,0.0128395061798974,0.0234070974459367
Arunachal Pradesh,2015,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0172942618899651,0.0126803890085552,0.0226314980207342
Arunachal Pradesh,2016,70+ years,Female,Drug-susceptible tuberculosis,Percent of total prevalent cases,0.0167012348785435,0.0121434304694659,0.0220410740944816
